car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,1.3070879,103.80114,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
Q66,BLK 117 COMMONWEALTH DRIVE,1.3067048,103.7995,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.3071728,103.800545,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q75M,BLK 10A HOLLAND DRIVE,1.3083119,103.7937,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
Q77M,BLK 18 HOLLAND DRIVE,1.3115932,103.792015,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
Q8,BLK 19/23A/23B QUEENS CLOSE,1.2942064,103.79957,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
Q80,BLK 45/46/47 HOLLAND DRIVE,1.3085365,103.7927,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q81,BLK 43 HOLLAND DRIVE,1.3075367,103.79317,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.3067809,103.79668,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
Q85,NORTH BUONA VISTA ROAD,1.3082346,103.792046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
Q86,BLK 148A MEI LING STREET,1.2945635,103.80387,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.8,N
Q87,BLK 5A HOLLAND CLOSE,1.3088789,103.79624,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
Q88,BLK 19A QUEEN'S CLOSE,1.2929906,103.80056,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
Q89,BLK 7B COMMONWEALTH AVENUE,1.3062462,103.79505,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
Q92,BLK 82 STRATHMORE AVENUE,1.2947981,103.80849,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N
Q93,BLK 83 STRATHMORE AVENUE,1.2949401,103.80807,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N
Q96,BLK 181-184 STIRLING ROAD,1.2953472,103.804405,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
RC1,BLK 101/102 JALAN RAJAH,1.3285468,103.851555,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
RC2,BLK 103/104 JALAN RAJAH,1.3276877,103.85307,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
RC3,BLK 105/108 JALAN RAJAH,1.3282856,103.85456,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
RCM,BLK 638 VEERASAMY ROAD,1.3072103,103.855354,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N
RHM,BLK 88A REDHILL CLOSE,1.286464,103.81858,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
RHM2,BLK 70A REDHILL CLOSE,1.2870083,103.81691,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
RHM3,BLK 73 REDHILL RD,1.2879158,103.817276,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,17,2.15,N
RHM4,BLK 74 REDHILL RD,1.2879888,103.81582,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
RHS,BLK 75A/B REDHILL ROAD,1.2882886,103.81561,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
S100,BLK 472 FERNVALE STREET,1.3968683,103.881714,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
S101,BLK 470 FERNVALE LINK,1.3969723,103.87942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
S102,BLK 164 RIVERVALE CRESCENT,1.389274,103.9076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
S103,BLK 293 COMPASSVALE CRESCENT,1.3963388,103.89529,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
S104,BLK 215 COMPASSVALE DRIVE,1.3902444,103.89305,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
S105,BLK 217 COMPASSVALE DRIVE,1.3897227,103.894455,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
S106,BLK 278 COMPASSVALE BOW,1.3814024,103.890076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
S107,BLK 338 ANCHORVALE CRESCENT,1.3991579,103.8897,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
S108,BLK 289 COMPASSVALE CRESCENT,1.3980764,103.89695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
S109,BLK 417 FERNVALE LINK,1.391572,103.8799,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
S110,BLK 351 ANCHORVALE ROAD,1.3933026,103.88662,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
S111,BLK 455 SENGKANG WEST AVE,1.3918147,103.87125,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
S112,BLK 457 SENGKANG WEST RD,1.3924906,103.86973,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
S113,BLK 353 ANCHORVALE LANE,1.3931036,103.88566,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
S114,BLK 460 SENGKANG WEST WAY,1.3941982,103.869705,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,9,2.15,N
S116,BLK 402 FERNVALE LANE,1.388325,103.871216,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,YES,8,2.15,N
S13L,351A-351D ANCHORVALE ROAD,1.3943101,103.887024,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S14L,"353A-353B,355A,356A-356B ANCHORVALE LANE",1.3935682,103.884285,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S19L,BLK 501B WELLINGTON CIRCLE,1.4513661,103.82091,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S24L,BLK 507A WELLINGTON CIRCLE,1.4531611,103.82371,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S28L,BLK 489 ADMIRALTY LINK,1.45482,103.81676,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S30L,SENGKANG EAST WAY,1.3945616,103.89483,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S36L,BLK 121A AND 121B CANBERRA STREET,1.4478377,103.83362,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S38L,"BLK 128A, 128B, 129A AND 130A CANBERRA STREET AND CANBERRA CRESCENT",1.445589,103.832825,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S39L,BLK 542A/542 SERANGOON NORTH AVENUE 4,1.3739074,103.87175,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S40L,BLK 115B AND 115C CANBERRA WALK,1.446518,103.829735,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S43L,"BLK 117A, 117B, 118A AND 118B CANBERRA CRESCENT",1.4446855,103.83025,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S45A,BLK 132C AND 133 CANBERRA VIEW,1.4430336,103.83121,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S45L,BLK 132A AND 132B CANBERRA CRESCENT,1.4433715,103.83172,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
S47L,"BLK 109A, 109B,109C & 109D CANBERRA WALK",1.448145,103.829346,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
SAM,BLK 60A STRATHMORE AVENUE,1.2925636,103.811874,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SAM2,BLK 61 STRATHMORE AVENUE,1.2939665,103.811005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
SB1,BLK 306B CANBERRA ROAD,1.4464803,103.82206,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
SB10,BLK 481A SEMBAWANG DRIVE,1.4524959,103.81539,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB11,BLK 476A SEMBAWANG DRIVE,1.451776,103.816666,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB12,BLK 424A CANBERRA ROAD,1.453165,103.81906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB13,BLK 404A ADMIRALTY LINK,1.4543524,103.81643,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB14,BLK 406A SEMBAWANG DRIVE,1.4523973,103.81743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB15,BLK 358A ADMIRALTY DRIVE,1.4489272,103.816696,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
SB16,BLK 339 SEMBAWANG CLOSE,1.4482825,103.817314,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
SB17,BLK 504 MONTREAL DRIVE,1.4509081,103.82369,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB18,BLK 469/469A/469B ADMIRALTY DRIVE,1.4489311,103.8137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N
SB19,BLK 501 WELLINGTON CIRCLE,1.4515916,103.82136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB2,BLK 316A SEMBAWANG VISTA,1.4464483,103.8205,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB20,BLK 505 CANBERRA LINK,1.4502717,103.82251,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB21,BLK 467/467A/467B ADMIRALTY DRIVE,1.4517813,103.81423,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.05,N
SB22,BLK 351 CANBERRA ROAD,1.4511676,103.82029,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB23,BLK 354 ADMIRALTY DRIVE,1.4500353,103.81839,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB24,BLK 506 WELLINGTON CIRCLE,1.4524169,103.82353,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB25,BLK 588 MONTREAL DRIVE,1.4501901,103.82478,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
SB26,BLK 484A ADMIRALTY LINK,1.456465,103.81522,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB27,BLK 492A ADMIRALTY LINK,1.4566224,103.8174,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB28,BLK 482A ADMIRALTY LINK,1.4548633,103.815636,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB29,BLK 508 WELLINGTON CIRCLE,1.4530311,103.82008,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB3,BLK 325A SEMBAWANG CRESCENT,1.4449557,103.81877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB30,BLK 466 SEMBAWANG DRIVE,1.455468,103.81354,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
SB31,BLK 463 SEMBAWANG DRIVE,1.4555267,103.81452,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
SB32,BLK 591 MONTREAL LINK,1.4503669,103.82632,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB33,BLK 592 MONTREAL LINK,1.451214,103.82743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB34,BLK 462 SEMBAWANG DRIVE,1.454645,103.81352,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,3.8,N
SB35,BLK 120 CANBERRA CRES,1.4457166,103.831604,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB36,BLK 121 CANBERRA ST,1.4474343,103.833984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,1,2.15,N
SB37,BLK 106 CANBERRA STREET,1.4491498,103.83274,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB38,BLK 129 CANBERRA ST,1.444643,103.832695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
SB39,BLK 108 CANBERRA WALK,1.4477832,103.83221,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
SB4,BLK 313A SEMBAWANG DRIVE,1.4440798,103.82127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB40,BLK 115 CANBERRA WALK,1.446072,103.828705,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
SB41,BLK 361 SEMBAWANG CRES,1.446183,103.81375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB42,BLK 365 SEMBAWANG CRES,1.4443583,103.816246,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB43,BLK 117 CANBERRA CRESCENT,1.4450691,103.82992,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
SB44,BLK 102 CANBERRA STREET,1.4518223,103.83208,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB45,BLK 132 CANBERRA VIEW,1.4433849,103.83076,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
SB46,BLK 126 CANBERRA STREET,1.445988,103.83436,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
SB47,BLK 109 CANBERRA WALK,1.4485952,103.82975,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
SB5,BLK 322A SEMBAWANG CLOSE,1.4461198,103.8182,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB6,BLK 306A CANBERRA ROAD,1.4453412,103.822556,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
SB7,BLK 336A SEMBAWANG CRESCENT,1.4466287,103.81501,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB8,BLK 330A SEMBAWANG CLOSE,1.447112,103.81722,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB9,BLK 335A SEMBAWANG CLOSE,1.4476705,103.81549,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SD1,BLK 40-44 SIMS DRIVE,1.3165727,103.87708,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD10,BLK 113/114 LOR 3 GEYLANG,1.3116822,103.87408,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
SD11,BLK 63 SIMS PLACE,1.3163857,103.87945,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0,N
SD2,BLK 45/50/51 SIMS DRIVE,1.3169224,103.878365,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SD3,BLK 46/47/48/49 SIMS PLACE,1.31733,103.87925,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD4,BLK 52 SIMS PLACE,1.3165784,103.88024,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD5,BLK 53 SIMS PLACE,1.3177689,103.87991,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD9,BLK 114 LOR 3 GEYLANG,1.3117615,103.8735,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,4.15,N
SDM,BLK 114A LORONG 3 GEYLANG MSCP,1.3124602,103.87445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
SDM2,BLK 50A SIMS DRIVE,1.3161328,103.878456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,4,2.15,N
SE11,BLK 151/154 SERANGOON NORTH AVE 1/2,1.370226,103.87342,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SE12,BLK 211-222 SERANGOON AVENUE 4,1.3578439,103.87309,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE13,BLK 223/230 SERANGOON AVENUE 4,1.3565717,103.87033,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE14,BLK 231/237 SERANGOON AVENUE 3,1.3545523,103.86999,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
SE15,BLK 238/246 SERANGOON AVENUE 3,1.3528949,103.86941,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SE16,BLK 301/319 SERANGOON AVENUE 2,1.3526189,103.86772,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE17,BLK 321/329 SERANGOON AVENUE 3,1.3517145,103.86771,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
SE18,BLK 330/335 SERANGOON AVENUE 3,1.3501974,103.87046,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
SE19,BLK 201/210 SERANGOON CENTRAL,1.3547449,103.87369,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
SE1R,157 SERANGOON NORTH AVE 1,1.3714097,103.86934,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
SE2,BLK 101/108 SERANGOON NORTH AVE 1,1.3700669,103.87053,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE20,BLK 264 SERANGOON CENTRAL,1.3515775,103.8721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.9,N
SE21,BLK 262/263 SERANGOON CENTRAL,1.3534362,103.87202,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE22,BLK 261/263 SERANGOON CENTRAL,1.3541567,103.87213,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE23,BLK 253/254 SERANGOON CENTRAL DRIVE,1.3540499,103.87084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N
SE24,BLK 265 SERANGOON AVENUE 3,1.3527644,103.87149,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
SE25,BLK 401/408 SERANGOON CENTRAL/AVE 1,1.3463103,103.87273,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
SE26,BLK 409/414 SERANGOON CENTRAL/AVE 1,1.3489617,103.87414,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.4,N
SE27,BLK 421/427 SERANGOON CENTRAL/AVE 1,1.3483948,103.87625,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
SE28,BLK 410A SERANGOON CENTRAL,1.3481957,103.87363,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N
SE29,BLK 2A LORONG LEW LIAN,1.3499026,103.8758,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
SE3,BLK 109/112 SERANGOON NORTH AVE 1,1.3692442,103.870926,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
SE30,BLK 141A SERANGOON NTH AVE 1,1.3678621,103.87445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
SE31,BLK 514/520 SERANGOON NORTH AVENUE 4,1.3715119,103.87367,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE32,BLK 521/530 SERANGOON NORTH AVENUE 4,1.3722848,103.8723,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE33,BLK 537/542 SERANGOON NORTH AVENUE 4,1.3741617,103.872604,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE34,BLK 531/536 SERANGOON NORTH AVENUE 4,1.3739411,103.874306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE35,BLK 500/506B SERANGOON NORTH AVENUE 4,1.3730991,103.87625,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE37,BLK 519 SERANGOON NORTH AVENUE 4,1.3715875,103.874886,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
SE38,BLK 504A SERANGOON NORTH AVENUE 4,1.3739532,103.87572,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
SE39,BLK 542A SERANGOON NORTH AVENUE 4,1.3735037,103.871704,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
